PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
ORF2-class02-N	ORF2-thumb	239	84	36	3.378	80.594	8423.760	2871.452	2766.678	104.775	11295.212	11263.398	31.814
ORF2-class02-N	ORF2-class13-RT	420	239	0	0.000	36.437	14596.304	8423.760	8423.760	0.000	23020.064	23063.510	-43.446
ORF2-class02-N	ORF2-class17-palm	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class02-N	ORF2-class20-palm	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class02-N	ORF2-class10-RT	420	239	0	0.000	36.437	14624.608	8423.760	8423.760	0.000	23048.368	23091.814	-43.446
ORF2-class02-N	pdb5tsn_A_bioassembly	500	239	48	7.755	101.348	17480.605	8423.760	8324.422	99.338	25904.364	25897.336	7.028
ORF2-class02-N	ORF2-class11-full	1275	239	234	1.537	58.673	44621.884	8423.760	7599.866	823.894	53045.644	52269.669	775.974
ORF2-class02-N	ORF2-palm	239	218	16	0.304	58.766	8423.760	7609.145	7550.978	58.167	16032.905	16025.871	7.034
ORF2-class02-N	ORF2-class04-fingers	239	118	16	1.586	61.841	8423.760	4061.188	4003.699	57.489	12484.948	12481.667	3.281
ORF2-class02-N	ORF2-class14-palm	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class02-N	ORF2-class04-full	1275	239	238	1.297	51.715	44602.674	8423.760	7577.727	846.033	53026.434	52221.362	805.072
ORF2-class02-N	pdb4pqu_A,B_bioassembly	957	239	0	0.000	37.960	33655.789	8423.760	8423.760	0.000	42079.548	42124.518	-44.970
ORF2-class02-N	ORF2-class14-RT	420	239	0	0.000	36.437	14602.366	8423.760	8423.760	0.000	23026.126	23069.572	-43.446
ORF2-class02-N	ORF2-crystal-full	697	239	0	0.000	37.380	24310.906	8423.760	8423.760	0.000	32734.666	32779.055	-44.389
ORF2-class02-N	ORF2-class15-wrist	239	201	32	4.870	108.888	8423.760	7064.710	6954.553	110.156	15488.470	15479.568	8.902
ORF2-class02-N	ORF2-class08-thumb	239	84	41	3.530	88.916	8423.760	2894.454	2783.033	111.421	11318.213	11288.075	30.138
ORF2-class02-N	ORF2-class04-palm	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class02-N	ORF2-class15-N	239	239	238	1.588	27.100	8420.752	8423.760	7593.681	830.079	16844.512	16033.900	810.612
ORF2-class02-N	pdb4wta_A_bioassembly	535	239	21	3.103	68.591	18715.109	8423.760	8359.097	64.663	27138.868	27133.632	5.236
ORF2-class02-N	pdb1mu2_B_bioassembly	402	239	31	1.747	88.343	14131.938	8423.760	8321.267	102.493	22555.698	22532.920	22.777
ORF2-class02-N	pdb5g2x_C_bioassembly	486	239	18	1.453	68.629	17566.509	8423.760	8356.121	67.639	25990.269	25982.274	7.995
ORF2-class02-N	ORF2-class17-fingers	239	118	16	1.586	61.841	8423.760	4061.188	4003.699	57.489	12484.948	12481.667	3.281
ORF2-class02-N	pdb7y38_A,B,C_bioassembly	1413	239	0	0.000	38.664	49774.670	8423.760	8423.760	0.000	58198.429	58244.103	-45.674
ORF2-class02-N	ORF2-class06-N	239	239	238	1.568	27.100	8441.087	8423.760	7637.279	786.480	16864.847	16097.833	767.013
ORF2-class02-N	ORF2-class02-thumb	239	84	41	3.530	88.916	8423.760	2888.335	2776.914	111.421	11312.094	11281.957	30.138
ORF2-class02-N	pdb7pks-bundle2_full	317	239	61	3.054	123.771	11168.256	8423.760	8289.740	134.020	19592.016	19573.590	18.426
ORF2-class02-N	ORF2-class17-RT	420	239	0	0.000	36.437	14629.262	8423.760	8423.760	0.000	23053.022	23096.468	-43.446
ORF2-class02-N	ORF2-fingers	239	118	16	1.563	61.578	8423.760	4064.425	4000.084	64.341	12488.184	12477.788	10.397
ORF2-class02-N	pdb6oe7_A_bioassembly	258	239	0	0.000	35.507	9154.894	8423.760	8423.760	0.000	17578.654	17621.170	-42.516
ORF2-class02-N	ORF2-class03-thumb	239	84	41	3.530	88.916	8423.760	2883.231	2771.809	111.421	11306.990	11276.852	30.138
ORF2-class02-N	ORF2-class19-thumb	239	84	41	3.530	88.916	8423.760	2875.052	2763.631	111.421	11298.812	11268.674	30.138
ORF2-class02-N	pdb1mu2_A,B_bioassembly	940	239	0	0.000	37.928	33073.124	8423.760	8423.760	0.000	41496.883	41541.820	-44.937
ORF2-class02-N	pdb4cgz_A_bioassembly	629	239	57	4.749	89.592	22153.210	8423.760	8304.657	119.103	30576.970	30537.994	38.976
ORF2-class02-N	ORF2-crystal-RT	407	239	18	1.593	67.319	14151.895	8423.760	8347.689	76.071	22575.655	22558.251	17.403
ORF2-class02-N	ORF2-class16-palm	239	218	42	2.014	115.474	8423.760	7611.973	7477.347	134.626	16035.732	16008.948	26.784
ORF2-class02-N	ORF2-crystal-fingers	239	118	16	1.531	61.578	8423.760	4068.465	4004.467	63.998	12492.224	12482.171	10.053
ORF2-class02-N	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	239	0	0.000	40.470	141282.796	8423.760	8423.760	0.000	149706.556	149754.035	-47.479
ORF2-class02-N	ORF2-class06-full	1275	239	238	1.568	42.969	44662.129	8423.760	7637.279	786.480	53085.888	52331.624	754.265
ORF2-class02-N	ORF2-full	1275	239	237	1.348	43.202	44355.184	8423.760	7660.016	763.744	52778.943	52047.648	731.295
ORF2-class02-N	ORF2-class19-RT	420	239	0	0.000	36.437	14590.890	8423.760	8423.760	0.000	23014.650	23058.096	-43.446
ORF2-class02-N	ORF2-class05-RT	420	239	0	0.000	36.437	14606.764	8423.760	8423.760	0.000	23030.524	23073.970	-43.446
ORF2-class02-N	ORF2-wrist	239	201	0	0.000	35.021	8423.760	7022.779	7022.779	0.000	15446.539	15488.569	-42.030
ORF2-class02-N	ORF2-class14-full	1275	239	236	1.023	53.939	44578.540	8423.760	7679.368	744.392	53002.300	52301.093	701.207
ORF2-class02-N	pdb7xi9_A_bioassembly	869	239	86	5.383	118.591	30917.502	8423.760	8260.472	163.287	39341.262	39286.507	54.755
ORF2-class02-N	ORF2-RT	420	239	0	0.000	36.437	14586.915	8423.760	8423.760	0.000	23010.675	23054.121	-43.446
ORF2-class02-N	ORF2-class09-thumb	239	84	41	3.530	88.916	8423.760	2884.636	2773.215	111.421	11308.396	11278.258	30.138
pdb7kfu_A,B,C_bioassembly	ORF2-class13-wrist	1101	201	0	0.000	37.877	38770.299	7062.842	7062.842	0.000	45833.140	45878.026	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class11-C	1101	214	0	0.000	37.999	38770.299	7411.793	7411.793	0.000	46182.092	46227.100	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class15-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	pdb7aap_A,B,C,D_bioassembly	1120	1101	0	0.000	41.101	39339.270	38770.299	38770.299	0.000	78109.569	78157.680	-48.111
pdb7kfu_A,B,C_bioassembly	ORF2-class16-N	1101	239	0	0.000	38.215	38770.299	8429.521	8429.521	0.000	47199.820	47245.044	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class08-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class20-thumb	1101	84	47	4.933	81.947	38770.299	2907.766	2780.346	127.420	41678.065	41622.103	55.962
pdb7kfu_A,B,C_bioassembly	ORF2-class18-RT	1101	420	146	3.162	186.996	38770.299	14622.264	14293.319	328.945	53392.563	53240.125	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class07-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class06-thumb	1101	84	47	4.919	81.947	38770.299	2896.864	2774.778	122.086	41667.163	41616.535	50.628
pdb7kfu_A,B,C_bioassembly	ORF2-class18-full	1275	1101	0	0.000	41.335	44644.720	38770.299	38770.299	0.000	83415.018	83463.363	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class03-full	1275	1101	0	0.000	41.335	44602.674	38770.299	38770.299	0.000	83372.972	83421.317	-48.345
pdb7kfu_A,B,C_bioassembly	pdb4ol8_A_bioassembly	1101	390	0	0.000	39.153	38770.299	13868.149	13868.149	0.000	52638.448	52684.609	-46.162
pdb7kfu_A,B,C_bioassembly	pdb2rh1_A_bioassembly	1101	442	0	0.000	39.388	38770.299	15252.564	15252.564	0.000	54022.862	54069.260	-46.398
pdb7kfu_A,B,C_bioassembly	ORF2-class02-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class17-full	1275	1101	0	0.000	41.335	44678.345	38770.299	38770.299	0.000	83448.643	83496.988	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class18-wrist	1101	201	0	0.000	37.877	38770.299	7082.418	7082.418	0.000	45852.717	45897.603	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class08-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	pdb4i43_A,B_bioassembly	1741	1101	0	0.000	41.893	61401.585	38770.299	38770.299	0.000	100171.884	100220.786	-48.903
pdb7kfu_A,B,C_bioassembly	ORF2-class09-tower	1101	201	0	0.000	37.877	38770.299	7005.550	7005.550	0.000	45775.849	45820.735	-44.886
pdb7kfu_A,B,C_bioassembly	pdb6kwr_A_bioassembly	1101	453	101	2.464	138.465	38770.299	15945.021	15704.680	240.341	54715.320	54602.954	112.366
pdb7kfu_A,B,C_bioassembly	ORF2-class05-full	1275	1101	0	0.000	41.335	44675.482	38770.299	38770.299	0.000	83445.781	83494.125	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class06-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-tower	1101	201	0	0.000	37.877	38770.299	6883.700	6883.700	0.000	45653.999	45698.885	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class16-C	1101	214	0	0.000	37.999	38770.299	7417.584	7417.584	0.000	46187.883	46232.892	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class18-tower	1101	201	17	1.538	68.527	38770.299	7014.526	6946.523	68.003	45784.825	45774.860	9.965
pdb7kfu_A,B,C_bioassembly	ORF2-class11-tower	1101	201	0	0.000	37.877	38770.299	7022.706	7022.706	0.000	45793.004	45837.890	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class20-full	1275	1101	0	0.000	41.335	44659.315	38770.299	38770.299	0.000	83429.613	83477.958	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class03-N	1101	239	0	0.000	38.215	38770.299	8430.830	8430.830	0.000	47201.129	47246.353	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-crystal-tower	1101	107	0	0.000	36.613	38770.299	3694.955	3694.955	0.000	42465.254	42508.876	-43.622
pdb7kfu_A,B,C_bioassembly	ORF2-class04-RT	1101	420	146	3.162	186.996	38770.299	14599.069	14270.123	328.945	53369.367	53216.929	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class06-tower	1101	201	45	2.799	99.301	38770.299	7027.440	6897.170	130.269	45797.738	45756.281	41.458
pdb7kfu_A,B,C_bioassembly	ORF2-class09-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class15-RT	1101	420	146	3.162	186.996	38770.299	14599.359	14270.414	328.945	53369.658	53217.220	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class18-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-crystal-thumb	1101	72	41	2.344	76.752	38770.299	2454.600	2343.678	110.922	41224.898	41180.240	44.659
pdb7kfu_A,B,C_bioassembly	ORF2-class01-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	pdb4pqu_A_bioassembly	1101	545	0	0.000	39.780	38770.299	19151.851	19151.851	0.000	57922.150	57968.939	-46.790
pdb7kfu_A,B,C_bioassembly	ORF2-class05-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	pdb6me0_C_bioassembly	1101	414	0	0.000	39.265	38770.299	14642.339	14642.339	0.000	53412.637	53458.912	-46.275
pdb7kfu_A,B,C_bioassembly	pdb3ol7_A_bioassembly	1101	461	0	0.000	39.468	38770.299	16245.655	16245.655	0.000	55015.953	55062.430	-46.477
pdb7kfu_A,B,C_bioassembly	pdb8gh6_A_bioassembly	1101	898	0	0.000	40.700	38770.299	31317.130	31317.130	0.000	70087.429	70135.138	-47.709
pdb7kfu_A,B,C_bioassembly	pdb4k4y_A_bioassembly	1101	463	98	2.421	157.209	38770.299	16316.888	16064.313	252.575	55087.187	54981.332	105.855
pdb7kfu_A,B,C_bioassembly	ORF2-class15-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-crystal-palm	1101	217	0	0.000	38.027	38770.299	7584.934	7584.934	0.000	46355.233	46400.269	-45.036
pdb7kfu_A,B,C_bioassembly	pdb7y7q_A_bioassembly	1101	951	0	0.000	40.805	38770.299	33404.022	33404.022	0.000	72174.320	72222.134	-47.814
pdb7kfu_A,B,C_bioassembly	ORF2-class07-RT	1101	420	146	3.162	186.996	38770.299	14618.962	14290.017	328.945	53389.261	53236.823	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class08-C	1101	214	0	0.000	37.999	38770.299	7409.036	7409.036	0.000	46179.334	46224.343	-45.009
pdb7kfu_A,B,C_bioassembly	pdb1mu2_A_bioassembly	1101	538	0	0.000	39.756	38770.299	18884.990	18884.990	0.000	57655.288	57702.054	-46.766
pdb7kfu_A,B,C_bioassembly	ORF2-class12-tower	1101	201	0	0.000	37.877	38770.299	7002.022	7002.022	0.000	45772.321	45817.207	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class04-thumb	1101	84	47	2.473	75.848	38770.299	2883.231	2753.545	129.686	41653.529	41589.202	64.327
pdb7kfu_A,B,C_bioassembly	ORF2-class01-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class09-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class13-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class02-C	1101	214	0	0.000	37.999	38770.299	7429.831	7429.831	0.000	46200.130	46245.139	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class07-full	1275	1101	0	0.000	41.335	44624.991	38770.299	38770.299	0.000	83395.290	83443.634	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class15-tower	1101	201	72	3.990	142.197	38770.299	7035.759	6851.626	184.133	45806.058	45753.633	52.425
pdb7kfu_A,B,C_bioassembly	pdb7om7_A_bioassembly	1101	628	118	2.707	195.813	38770.299	21948.793	21637.772	311.021	60719.092	60593.395	125.696
pdb7kfu_A,B,C_bioassembly	ORF2-class08-full	1275	1101	0	0.000	41.335	44655.046	38770.299	38770.299	0.000	83425.345	83473.689	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class12-wrist	1101	201	0	0.000	37.877	38770.299	7069.895	7069.895	0.000	45840.194	45885.080	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class14-wrist	1101	201	0	0.000	37.877	38770.299	7051.683	7051.683	0.000	45821.981	45866.867	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class07-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class03-RT	1101	420	146	3.162	186.996	38770.299	14599.069	14270.123	328.945	53369.367	53216.929	152.438
pdb7kfu_A,B,C_bioassembly	pdb3uo7_A_bioassembly	1101	181	56	2.577	126.110	38770.299	6373.707	6223.038	150.669	45144.006	45108.958	35.047
pdb7kfu_A,B,C_bioassembly	ORF2-class13-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class14-tower	1101	201	20	1.580	71.289	38770.299	6993.597	6921.000	72.597	45763.896	45752.099	11.797
pdb7kfu_A,B,C_bioassembly	ORF2-class16-tower	1101	201	0	0.000	37.877	38770.299	7046.079	7046.079	0.000	45816.377	45861.263	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class19-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class14-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class10-N	1101	239	0	0.000	38.215	38770.299	8423.921	8423.921	0.000	47194.220	47239.444	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class05-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class12-full	1275	1101	0	0.000	41.335	44593.859	38770.299	38770.299	0.000	83364.158	83412.503	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class04-N	1101	239	0	0.000	38.215	38770.299	8430.830	8430.830	0.000	47201.129	47246.353	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class16-RT	1101	420	146	3.162	186.996	38770.299	14627.921	14298.976	328.945	53398.220	53245.782	152.438
pdb7kfu_A,B,C_bioassembly	pdb7uin_D_bioassembly	1101	387	94	4.198	146.485	38770.299	13419.629	13238.757	180.872	52189.928	52145.052	44.876
pdb7kfu_A,B,C_bioassembly	ORF2-class15-full	1275	1101	0	0.000	41.335	44621.153	38770.299	38770.299	0.000	83391.452	83439.797	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class20-tower	1101	201	0	0.000	37.877	38770.299	7030.663	7030.663	0.000	45800.962	45845.848	-44.886
pdb7kfu_A,B,C_bioassembly	pdb7o0g_A_bioassembly	1101	733	0	0.000	40.328	38770.299	25706.269	25706.269	0.000	64476.568	64523.905	-47.338
pdb7kfu_A,B,C_bioassembly	ORF2-crystal-wrist	1101	182	0	0.000	37.681	38770.299	6359.311	6359.311	0.000	45129.610	45174.300	-44.691
pdb7kfu_A,B,C_bioassembly	ORF2-N	1101	239	0	0.000	38.215	38770.299	8403.687	8403.687	0.000	47173.986	47219.210	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class07-C	1101	214	0	0.000	37.999	38770.299	7402.507	7402.507	0.000	46172.806	46217.815	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class18-C	1101	214	0	0.000	37.999	38770.299	7414.137	7414.137	0.000	46184.435	46229.444	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class18-thumb	1101	84	46	4.900	87.582	38770.299	2906.426	2776.956	129.470	41676.725	41624.347	52.377
pdb7kfu_A,B,C_bioassembly	ORF2-class08-RT	1101	420	144	3.163	182.875	38770.299	14610.292	14283.860	326.432	53380.590	53226.544	154.046
pdb7kfu_A,B,C_bioassembly	ORF2-class17-N	1101	239	0	0.000	38.215	38770.299	8433.993	8433.993	0.000	47204.291	47249.515	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class02-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class07-N	1101	239	0	0.000	38.215	38770.299	8436.945	8436.945	0.000	47207.243	47252.467	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class03-wrist	1101	201	0	0.000	37.877	38770.299	7072.663	7072.663	0.000	45842.962	45887.848	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class20-RT	1101	420	146	3.162	186.996	38770.299	14623.604	14294.659	328.945	53393.903	53241.465	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class13-full	1275	1101	0	0.000	41.335	44581.521	38770.299	38770.299	0.000	83351.819	83400.164	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class09-wrist	1101	201	0	0.000	37.877	38770.299	7098.816	7098.816	0.000	45869.115	45914.001	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class01-thumb	1101	84	50	3.216	72.653	38770.299	2888.335	2762.623	125.712	41658.633	41595.086	63.547
pdb7kfu_A,B,C_bioassembly	ORF2-class05-tower	1101	201	0	0.000	37.877	38770.299	7072.231	7072.231	0.000	45842.530	45887.416	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class14-thumb	1101	84	0	0.000	36.111	38770.299	2886.528	2886.528	0.000	41656.827	41699.947	-43.120
pdb7kfu_A,B,C_bioassembly	pdb1aoi_A,B,C,D_bioassembly	1101	395	0	0.000	39.177	38770.299	13793.615	13793.615	0.000	52563.913	52610.099	-46.186
pdb7kfu_A,B,C_bioassembly	pdb6ar1_A_bioassembly	1101	417	133	1.909	146.926	38770.299	14535.519	14146.386	389.132	53305.818	53053.123	252.695
pdb7kfu_A,B,C_bioassembly	ORF2-class19-wrist	1101	201	0	0.000	37.877	38770.299	7055.243	7055.243	0.000	45825.542	45870.428	-44.886
pdb7kfu_A,B,C_bioassembly	pdb7ksf_A_bioassembly	1101	742	0	0.000	40.351	38770.299	26151.340	26151.340	0.000	64921.638	64968.998	-47.360
pdb7kfu_A,B,C_bioassembly	ORF2-class01-wrist	1101	201	0	0.000	37.877	38770.299	7061.694	7061.694	0.000	45831.992	45876.878	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class16-wrist	1101	201	0	0.000	37.877	38770.299	7074.312	7074.312	0.000	45844.611	45889.497	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class10-fingers	1101	118	65	2.761	99.191	38770.299	4061.188	3899.613	161.575	42831.487	42758.614	72.873
pdb7kfu_A,B,C_bioassembly	ORF2-class16-full	1275	1101	0	0.000	41.335	44704.826	38770.299	38770.299	0.000	83475.125	83523.470	-48.345
pdb7kfu_A,B,C_bioassembly	pdb7pks-bundle1_full	12927	1101	0	0.000	45.373	453130.097	38770.299	38770.299	0.000	491900.396	491952.779	-52.383
pdb7kfu_A,B,C_bioassembly	ORF2-class05-thumb	1101	84	26	1.860	65.988	38770.299	2890.926	2795.613	95.313	41661.225	41621.411	39.814
pdb7kfu_A,B,C_bioassembly	ORF2-class18-N	1101	239	0	0.000	38.215	38770.299	8430.142	8430.142	0.000	47200.440	47245.664	-45.224
pdb7kfu_A,B,C_bioassembly	pdb6qct_A,B,C_bioassembly	2186	1101	0	0.000	42.298	76820.278	38770.299	38770.299	0.000	115590.577	115639.884	-49.307
pdb7kfu_A,B,C_bioassembly	ORF2-class03-C	1101	214	0	0.000	37.999	38770.299	7411.825	7411.825	0.000	46182.124	46227.133	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class19-palm	1101	218	0	0.000	38.036	38770.299	7611.973	7611.973	0.000	46382.271	46427.316	-45.045
pdb7kfu_A,B,C_bioassembly	ORF2-class10-thumb	1101	84	50	5.406	80.836	38770.299	2908.770	2773.593	135.178	41679.069	41614.239	64.830
pdb7kfu_A,B,C_bioassembly	ORF2-class14-C	1101	214	0	0.000	37.999	38770.299	7410.671	7410.671	0.000	46180.969	46225.978	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class08-wrist	1101	201	0	0.000	37.877	38770.299	7088.388	7088.388	0.000	45858.686	45903.572	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class06-C	1101	214	0	0.000	37.999	38770.299	7414.184	7414.184	0.000	46184.482	46229.491	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class03-tower	1101	201	0	0.000	37.877	38770.299	7012.994	7012.994	0.000	45783.292	45828.178	-44.886
pdb7kfu_A,B,C_bioassembly	ORF2-class09-RT	1101	420	146	3.162	186.996	38770.299	14600.474	14271.529	328.945	53370.773	53218.335	152.438
pdb7kfu_A,B,C_bioassembly	ORF2-class19-C	1101	214	0	0.000	37.999	38770.299	7409.247	7409.247	0.000	46179.545	46224.554	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class10-full	1275	1101	0	0.000	41.335	44620.196	38770.299	38770.299	0.000	83390.494	83438.839	-48.345
pdb7kfu_A,B,C_bioassembly	ORF2-class10-C	1101	214	0	0.000	37.999	38770.299	7410.500	7410.500	0.000	46180.798	46225.807	-45.009
pdb7kfu_A,B,C_bioassembly	ORF2-class11-N	1101	239	0	0.000	38.215	38770.299	8417.778	8417.778	0.000	47188.077	47233.301	-45.224
pdb7kfu_A,B,C_bioassembly	ORF2-class02-tower	1101	201	0	0.000	37.877	38770.299	7044.950	7044.950	0.000	45815.249	45860.135	-44.886
pdb7kfu_A,B,C_bioassembly	pdb4mh8_A_bioassembly	1101	453	0	0.000	39.435	38770.299	15980.341	15980.341	0.000	54750.639	54797.083	-46.444
